id_captura,fecha,id_cliente,especie,peso,articulo_usado,zona
CAP-1759,2024-02-12,C141,Calamar,1.36,A0004,Playa
CAP-1760,2024-08-10,C069,Bonito del Norte,5.95,A0027,Playa
CAP-1761,2024-08-20,C069,Bacoreta,1.37,A0027,Alta Mar
CAP-1762,2024-08-30,C069,Bonito del Norte,8.09,A0027,Playa
CAP-1763,2024-03-03,C153,Sepia,0.95,A0003,Playa
CAP-1764,2024-03-27,C153,Calamar,1.31,A0003,Alta Mar
CAP-1765,2024-11-13,C027,Calamar,0.61,A0004,Alta Mar
CAP-1766,2024-11-07,C094,Sepia,1.29,A0007,Ria
CAP-1767,2024-11-16,C094,Sepia,1.5,A0007,Alta Mar
CAP-1768,2024-11-05,C094,Sepia,1.84,A0007,Playa
CAP-1769,2024-06-02,C093,Denton,7.17,A0033,Espigon
CAP-1770,2024-06-30,C093,Denton,4.3,A0033,Ria
CAP-1771,2024-01-08,C225,Denton,7.33,A0031,Alta Mar
CAP-1772,2024-02-04,C225,Sama,7.18,A0031,Alta Mar
CAP-1773,2024-10-27,C016,Bonito del Norte,8.2,A0028,Playa
CAP-1774,2024-10-19,C016,Marlin Blanco,16.88,A0028,Ria
CAP-1775,2024-05-25,C227,Denton,7.8,A0032,Espigon
CAP-1776,2024-12-28,C273,Herrera,0.68,A0021,Playa
CAP-1777,2025-01-09,C273,Herrera,0.45,A0021,Espigon
CAP-1778,2025-01-17,C273,Dorada,2.58,A0021,Playa
CAP-1779,2024-03-01,C289,Denton,6.14,A0031,Espigon
CAP-1780,2024-02-12,C289,Pargo,1.28,A0031,Playa
CAP-1781,2024-03-03,C289,Mero,13.05,A0031,Alta Mar
CAP-1782,2024-02-28,C289,Pargo,1.85,A0031,Alta Mar
CAP-1783,2024-03-23,C122,Denton,4.75,A0032,Playa
CAP-1784,2024-04-06,C122,Mero,11.52,A0032,Ria
CAP-1785,2024-04-23,C122,Serviola,1.88,A0032,Alta Mar
CAP-1786,2024-11-27,C039,Sepia,1.1,A0003,Espigon
CAP-1787,2025-01-01,C039,Calamar,0.95,A0003,Espigon
CAP-1788,2024-12-22,C039,Calamar,0.81,A0003,Playa
CAP-1789,2024-12-14,C039,Calamar,0.41,A0003,Ria
CAP-1790,2024-12-26,C039,Calamar,1.08,A0003,Alta Mar
CAP-1791,2024-10-03,C082,Pargo,1.55,A0031,Ria
CAP-1792,2024-11-07,C300,Herrera,0.26,A0021,Espigon
CAP-1793,2024-09-30,C274,Serviola,1.42,A0032,Ria
CAP-1794,2024-09-29,C274,Denton,5.23,A0032,Alta Mar
CAP-1795,2024-01-26,C085,Pargo,0.53,A0031,Alta Mar
CAP-1796,2024-01-23,C085,Sama,3.03,A0031,Playa
CAP-1797,2024-02-08,C085,Pargo,0.57,A0031,Espigon
CAP-1798,2024-02-15,C085,Pargo,0.58,A0031,Alta Mar
CAP-1799,2025-01-03,C009,Serviola,1.42,A0032,Alta Mar
CAP-1800,2024-12-03,C221,Calamar,0.81,A0002,Espigon
CAP-1801,2024-12-21,C221,Pulpo,4.33,A0002,Playa
CAP-1802,2024-06-08,C150,Denton,2.83,A0033,Espigon
CAP-1803,2024-07-08,C150,Denton,4.03,A0033,Playa
CAP-1804,2024-05-02,C061,Denton,1.83,A0033,Playa
CAP-1805,2024-02-28,C100,Calamar,1.02,A0006,Ria
CAP-1806,2024-03-01,C100,Calamar,1.15,A0006,Espigon
CAP-1807,2024-03-22,C100,Calamar,0.48,A0006,Espigon
CAP-1808,2024-03-12,C100,Sepia,0.82,A0006,Playa
CAP-1809,2024-11-07,C132,San Pedro,2.33,A0030,Ria
CAP-1810,2024-11-14,C132,Sama,4.39,A0030,Alta Mar
CAP-1811,2024-03-26,C075,Lubina,0.97,A0017,Playa
CAP-1812,2024-06-12,C138,Herrera,0.36,A0022,Espigon
CAP-1813,2024-06-17,C138,Herrera,0.55,A0022,Ria
CAP-1814,2024-07-16,C042,Bonito del Norte,12.88,A0027,Alta Mar
CAP-1815,2024-11-24,C023,Herrera,0.45,A0021,Playa
CAP-1816,2024-12-12,C023,Sargo,1.11,A0021,Playa
CAP-1817,2024-12-14,C023,Mabra,0.97,A0021,Playa
CAP-1818,2025-01-02,C023,Mabra,0.94,A0021,Playa
CAP-1819,2024-12-21,C023,Mabra,1.54,A0021,Alta Mar
CAP-1820,2024-12-15,C023,Herrera,0.2,A0021,Alta Mar
CAP-1821,2025-01-11,C023,Rodaballo,1.4,A0021,Ria
CAP-1822,2024-08-27,C167,Lubina,4.12,A0011,Playa
CAP-1823,2024-08-22,C167,Lubina,1.95,A0011,Espigon
CAP-1824,2024-06-01,C034,San Pedro,2.04,A0031,Alta Mar
CAP-1825,2024-06-08,C034,Cabrilla,0.78,A0031,Espigon
CAP-1826,2024-07-01,C034,Pargo,1.96,A0031,Alta Mar
CAP-1827,2024-07-27,C086,Bonito del Norte,12.28,A0026,Espigon
CAP-1828,2024-08-21,C086,Melva,0.96,A0026,Ria
CAP-1829,2024-04-29,C032,Jurel,0.79,A0013,Playa
CAP-1830,2024-05-15,C032,Lubina,4.41,A0013,Espigon
CAP-1831,2024-05-09,C032,Palometon,6.31,A0013,Ria
CAP-1832,2024-05-07,C032,Lubina,1.73,A0013,Alta Mar
CAP-1833,2024-02-22,C290,Calamar,0.56,A0006,Espigon
CAP-1834,2024-02-27,C290,Calamar,0.26,A0006,Ria
CAP-1835,2024-04-23,C044,Palometon,12.23,A0016,Ria
CAP-1836,2024-05-08,C044,Lubina,4.65,A0016,Ria
CAP-1837,2024-05-04,C044,Jurel,1.61,A0016,Espigon
CAP-1838,2024-05-02,C044,Anjova,5.55,A0016,Playa
CAP-1839,2024-03-24,C281,Denton,1.51,A0031,Alta Mar
CAP-1840,2024-03-21,C281,Gallineta,1.22,A0031,Playa
CAP-1841,2024-10-31,C088,Sepia,1.94,A0003,Playa
CAP-1842,2024-12-13,C035,Serviola,0.89,A0011,Ria
CAP-1843,2024-12-23,C035,Anjova,4.08,A0011,Alta Mar
CAP-1844,2025-01-14,C035,Jurel,1.92,A0011,Alta Mar
CAP-1845,2025-01-15,C035,Jurel,0.6,A0011,Ria
CAP-1846,2024-09-06,C292,Bonito del Norte,13.06,A0026,Playa
CAP-1847,2024-09-13,C292,Bonito del Norte,14.5,A0026,Ria
CAP-1848,2024-10-03,C292,Llampuga,6.25,A0026,Ria
CAP-1849,2024-11-08,C161,Pargo,1.97,A0030,Espigon
CAP-1850,2024-11-11,C161,Cabrilla,0.7,A0030,Ria
CAP-1851,2024-11-19,C161,Sama,7.03,A0030,Playa
CAP-1852,2024-06-30,C293,San Pedro,1.56,A0030,Alta Mar
CAP-1853,2024-06-12,C293,Sama,3.49,A0030,Espigon
CAP-1854,2024-07-05,C293,Sama,3.73,A0030,Playa
CAP-1855,2024-11-14,C277,Jurel,0.89,A0010,Playa
CAP-1856,2024-12-11,C277,Jurel,1.9,A0010,Playa
CAP-1857,2024-08-22,C115,Llampuga,2.53,A0027,Espigon
CAP-1858,2024-08-28,C161,Cabrilla,1.82,A0030,Espigon
CAP-1859,2024-02-22,C037,Sepia,1.2,A0005,Espigon
CAP-1860,2024-08-24,C161,Pargo,1.12,A0030,Alta Mar
CAP-1861,2024-10-18,C086,Baila,1.77,A0014,Playa
CAP-1862,2024-03-09,C068,Denton,3.81,A0033,Espigon
CAP-1863,2024-12-06,C214,Serviola,1.04,A0032,Espigon
CAP-1864,2024-12-18,C214,Mero,4.55,A0032,Ria
CAP-1865,2024-03-23,C058,Serviola,0.59,A0032,Alta Mar
CAP-1866,2024-07-27,C004,Marlin Blanco,41.63,A0028,Alta Mar
CAP-1867,2024-08-21,C004,Bacoreta,0.74,A0028,Alta Mar
CAP-1868,2025-01-16,C102,Mero,7.32,A0030,Espigon
CAP-1869,2024-10-07,C242,Baila,1.25,A0011,Alta Mar
CAP-1870,2024-10-29,C242,Jurel,1.94,A0011,Alta Mar
CAP-1871,2024-10-17,C242,Anjova,6.37,A0011,Alta Mar
CAP-1872,2024-12-08,C121,Sepia,1.51,A0003,Alta Mar
CAP-1873,2024-12-19,C121,Sepia,0.98,A0003,Playa
CAP-1874,2024-12-21,C121,Sepia,1.86,A0003,Playa
CAP-1875,2024-12-04,C121,Calamar,0.74,A0003,Espigon
CAP-1876,2024-12-07,C121,Calamar,0.83,A0003,Espigon
CAP-1877,2024-12-17,C155,Denton,2.67,A0033,Playa
CAP-1878,2025-01-10,C155,Mero,9.66,A0033,Espigon
CAP-1879,2025-01-14,C084,Mabra,1.9,A0021,Alta Mar
CAP-1880,2025-02-01,C084,Dorada,0.83,A0021,Espigon
CAP-1881,2025-01-25,C084,Herrera,0.74,A0021,Espigon
CAP-1882,2025-02-19,C084,Dorada,2.73,A0021,Playa
CAP-1883,2025-01-27,C084,Dorada,1.18,A0021,Alta Mar
CAP-1884,2025-02-20,C084,Dorada,1.88,A0021,Ria
CAP-1885,2024-06-14,C295,Jurel,0.53,A0016,Alta Mar
CAP-1886,2024-06-21,C295,Jurel,1.62,A0016,Ria
CAP-1887,2024-08-12,C018,Mero,3.85,A0033,Alta Mar
CAP-1888,2024-06-03,C191,Espeton,0.76,A0010,Playa
CAP-1889,2024-11-06,C195,Herrera,0.25,A0021,Espigon
CAP-1890,2024-11-19,C195,Herrera,0.23,A0021,Espigon
CAP-1891,2024-11-29,C195,Herrera,0.33,A0021,Ria
CAP-1892,2024-12-01,C195,Mabra,1.4,A0021,Playa
CAP-1893,2025-01-04,C027,Calamar,0.35,A0006,Alta Mar
CAP-1894,2024-08-16,C296,Llampuga,6.52,A0028,Ria
CAP-1895,2024-09-05,C296,Bonito del Norte,12.15,A0028,Espigon
CAP-1896,2024-09-26,C288,Llampuga,8.33,A0027,Playa
CAP-1897,2024-10-24,C192,Calamar,1.44,A0002,Espigon
CAP-1898,2024-11-01,C192,Pulpo,3.01,A0002,Alta Mar
CAP-1899,2024-10-26,C192,Calamar,1.03,A0002,Espigon
CAP-1900,2024-11-03,C192,Calamar,0.57,A0002,Ria
CAP-1901,2024-06-23,C240,Denton,5.54,A0031,Espigon
CAP-1902,2024-06-19,C240,San Pedro,0.88,A0031,Alta Mar
CAP-1903,2024-12-20,C269,Mero,11.47,A0032,Espigon
CAP-1904,2025-01-04,C120,Sepia,1.48,A0001,Alta Mar
CAP-1905,2025-01-06,C120,Sepia,0.62,A0001,Playa
CAP-1906,2025-02-04,C120,Calamar,0.94,A0001,Playa
CAP-1907,2025-01-23,C120,Sepia,1.9,A0001,Alta Mar
CAP-1908,2024-02-02,C094,Calamar,0.98,A0002,Playa
CAP-1909,2024-02-09,C094,Sepia,1.42,A0002,Playa
CAP-1910,2024-02-20,C043,Baila,1.3,A0011,Playa
CAP-1911,2024-03-08,C169,Denton,5.03,A0033,Playa
CAP-1912,2024-06-11,C228,Denton,3.33,A0031,Ria
CAP-1913,2024-06-06,C228,Pargo,0.57,A0031,Espigon
CAP-1914,2024-12-18,C174,Serviola,1.19,A0032,Espigon
CAP-1915,2024-02-04,C168,Serviola,1.79,A0011,Alta Mar
CAP-1916,2024-02-20,C168,Anjova,5.82,A0011,Alta Mar
CAP-1917,2024-02-25,C243,Pargo,1.22,A0030,Espigon
CAP-1918,2024-12-06,C100,Calamar,0.91,A0002,Playa
CAP-1919,2024-12-17,C100,Calamar,0.94,A0002,Alta Mar
CAP-1920,2024-12-28,C100,Calamar,0.91,A0002,Ria
CAP-1921,2025-01-06,C100,Sepia,1.49,A0002,Alta Mar
CAP-1922,2025-01-08,C100,Sepia,0.33,A0002,Ria
CAP-1923,2024-01-29,C165,Calamar,0.35,A0002,Ria
CAP-1924,2024-02-14,C165,Calamar,1.13,A0002,Playa
CAP-1925,2024-02-01,C165,Calamar,1.0,A0002,Espigon
CAP-1926,2024-08-09,C260,Herrera,0.49,A0022,Playa
CAP-1927,2024-08-19,C260,Rodaballo,1.93,A0022,Espigon
CAP-1928,2024-08-13,C260,Herrera,0.54,A0022,Alta Mar
CAP-1929,2024-07-05,C249,Herrera,0.63,A0021,Ria
CAP-1930,2024-06-30,C249,Mabra,1.72,A0021,Ria
CAP-1931,2024-07-10,C249,Mabra,0.66,A0021,Ria
CAP-1932,2024-06-15,C249,Mabra,1.75,A0021,Espigon
CAP-1933,2024-07-21,C249,Dorada,1.75,A0021,Ria
CAP-1934,2024-09-05,C045,Lubina,3.31,A0021,Alta Mar
CAP-1935,2024-09-17,C045,Herrera,0.46,A0021,Alta Mar
CAP-1936,2024-09-26,C045,Herrera,0.54,A0021,Espigon
CAP-1937,2024-02-15,C126,Sargo,0.22,A0022,Ria
CAP-1938,2024-02-17,C126,Herrera,0.39,A0022,Espigon
CAP-1939,2024-02-03,C126,Mabra,0.81,A0022,Espigon
CAP-1940,2024-01-05,C135,Calamar,0.87,A0002,Ria
CAP-1941,2024-01-28,C135,Sepia,1.05,A0002,Alta Mar
CAP-1942,2024-02-19,C135,Calamar,0.24,A0002,Alta Mar
CAP-1943,2024-09-21,C217,Marlin Blanco,17.01,A0028,Espigon
CAP-1944,2024-09-24,C217,Melva,1.27,A0028,Alta Mar
CAP-1945,2024-10-02,C217,Bonito del Norte,4.93,A0028,Ria
CAP-1946,2024-10-26,C041,Serviola,1.23,A0033,Ria
CAP-1947,2024-10-30,C041,Denton,3.18,A0033,Alta Mar
CAP-1948,2024-01-31,C270,Sama,3.44,A0030,Ria
CAP-1949,2024-02-21,C270,Cabrilla,1.6,A0030,Alta Mar
CAP-1950,2024-10-29,C216,Corvina,3.77,A0022,Espigon
CAP-1951,2024-11-24,C216,Herrera,0.42,A0022,Espigon
CAP-1952,2024-11-10,C216,Herrera,0.32,A0022,Alta Mar
CAP-1953,2024-07-26,C222,Denton,2.54,A0032,Ria
CAP-1954,2024-11-14,C059,Anjova,4.59,A0016,Espigon
CAP-1955,2024-11-28,C059,Lubina,2.2,A0016,Playa
CAP-1956,2024-03-07,C090,Denton,7.72,A0031,Espigon
CAP-1957,2024-03-06,C090,Pargo,0.82,A0031,Ria
CAP-1958,2024-03-12,C090,Pargo,1.36,A0031,Espigon
CAP-1959,2024-03-25,C090,Pargo,1.89,A0031,Espigon
CAP-1960,2024-06-07,C292,Bonito del Norte,13.85,A0027,Alta Mar
CAP-1961,2024-06-30,C292,Llampuga,3.63,A0027,Ria
CAP-1962,2025-01-03,C067,Sargo,0.62,A0021,Espigon
CAP-1963,2025-01-08,C067,Corvina,6.79,A0021,Ria
CAP-1964,2024-12-14,C067,Corvina,6.45,A0021,Alta Mar
CAP-1965,2024-04-14,C114,Mero,8.7,A0030,Ria
CAP-1966,2024-04-02,C114,Cabrilla,0.56,A0030,Ria
CAP-1967,2024-07-26,C050,Mabra,1.67,A0021,Alta Mar
CAP-1968,2024-07-22,C050,Mabra,1.41,A0021,Espigon
CAP-1969,2024-05-14,C286,Sama,9.07,A0031,Playa
CAP-1970,2024-05-05,C286,Cabrilla,0.57,A0031,Playa
CAP-1971,2024-11-22,C085,Cabrilla,1.38,A0030,Espigon
CAP-1972,2024-11-16,C111,Jurel,1.08,A0017,Espigon
CAP-1973,2024-08-31,C012,Serviola,1.18,A0032,Ria
CAP-1974,2024-09-03,C012,Denton,4.19,A0032,Ria
CAP-1975,2024-12-23,C132,Sama,8.17,A0031,Playa
CAP-1976,2024-12-30,C132,Sama,8.98,A0031,Espigon
CAP-1977,2025-01-07,C132,Denton,7.32,A0031,Ria
CAP-1978,2024-08-06,C199,Bacoreta,1.28,A0027,Alta Mar
CAP-1979,2024-07-28,C199,Bonito del Norte,7.57,A0027,Playa
CAP-1980,2024-09-02,C199,Llampuga,6.78,A0027,Espigon
CAP-1981,2024-12-12,C006,Sargo,1.15,A0021,Ria
CAP-1982,2025-01-03,C006,Sargo,1.2,A0021,Espigon
CAP-1983,2025-01-04,C006,Mabra,1.1,A0021,Ria
CAP-1984,2024-04-26,C184,Lubina,2.14,A0022,Playa
CAP-1985,2024-05-20,C184,Mabra,0.59,A0022,Alta Mar
CAP-1986,2024-05-07,C184,Mabra,1.32,A0022,Ria
CAP-1987,2024-05-16,C184,Mabra,1.61,A0022,Ria
CAP-1988,2024-06-07,C184,Dorada,2.17,A0022,Ria
CAP-1989,2024-04-26,C243,Lubina,2.23,A0018,Espigon
CAP-1990,2024-04-21,C243,Anjova,5.04,A0018,Alta Mar
CAP-1991,2024-05-10,C243,Lubina,4.11,A0018,Ria
CAP-1992,2024-02-02,C298,Calamar,0.57,A0005,Ria
CAP-1993,2024-02-29,C298,Sepia,1.25,A0005,Playa
CAP-1994,2024-07-30,C059,Mabra,1.79,A0021,Ria
CAP-1995,2024-07-20,C059,Mabra,1.25,A0021,Alta Mar
CAP-1996,2024-08-08,C059,Herrera,0.39,A0021,Alta Mar
CAP-1997,2024-08-12,C059,Herrera,0.39,A0021,Espigon
CAP-1998,2024-07-29,C059,Herrera,0.23,A0021,Ria
CAP-1999,2024-08-29,C185,Llampuga,4.4,A0027,Playa
CAP-2000,2024-08-24,C185,Llampuga,5.93,A0027,Playa
CAP-2001,2024-09-10,C185,Bacoreta,1.8,A0027,Playa
CAP-2002,2024-12-02,C031,Pargo,0.62,A0030,Ria
CAP-2003,2024-12-24,C031,Sama,6.96,A0030,Alta Mar
CAP-2004,2024-09-19,C047,Anjova,3.87,A0012,Espigon
CAP-2005,2024-10-02,C047,Lubina,1.25,A0012,Ria
CAP-2006,2024-10-11,C047,Jurel,1.51,A0012,Ria
CAP-2007,2025-01-18,C033,Pargo,0.96,A0031,Espigon
CAP-2008,2025-01-14,C033,Denton,5.48,A0031,Alta Mar
CAP-2009,2025-01-16,C033,Denton,3.89,A0031,Espigon
CAP-2010,2025-01-22,C033,Sama,2.51,A0031,Alta Mar
CAP-2011,2024-08-03,C069,Llampuga,6.0,A0027,Espigon
CAP-2012,2024-08-08,C069,Bonito del Norte,12.61,A0027,Ria
CAP-2013,2025-01-25,C211,Baila,1.08,A0018,Espigon
CAP-2014,2024-03-06,C144,Denton,7.52,A0032,Playa
CAP-2015,2024-03-29,C285,Mero,7.55,A0032,Espigon
CAP-2016,2024-04-05,C285,Mero,7.86,A0032,Playa
CAP-2017,2024-04-10,C285,Denton,2.84,A0032,Alta Mar
CAP-2018,2024-07-10,C022,Marlin Blanco,26.89,A0026,Espigon
CAP-2019,2024-07-14,C022,Llampuga,5.06,A0026,Alta Mar
CAP-2020,2024-08-08,C022,Marlin Blanco,26.83,A0026,Playa
CAP-2021,2024-09-28,C248,Baila,1.18,A0013,Alta Mar
CAP-2022,2024-10-17,C248,Palometon,6.33,A0013,Ria
CAP-2023,2024-10-18,C174,Denton,2.87,A0032,Ria
CAP-2024,2024-11-06,C174,Denton,2.86,A0032,Playa
CAP-2025,2024-09-23,C287,Bacoreta,1.48,A0028,Playa
CAP-2026,2024-10-09,C287,Llampuga,2.95,A0028,Playa
CAP-2027,2024-03-16,C215,Calamar,0.25,A0003,Ria
CAP-2028,2024-03-07,C215,Calamar,0.98,A0003,Ria
CAP-2029,2024-03-09,C215,Calamar,1.32,A0003,Alta Mar
CAP-2030,2024-05-05,C167,Lubina,0.58,A0011,Alta Mar
CAP-2031,2024-12-23,C064,Calamar,1.41,A0007,Ria
CAP-2032,2024-07-18,C021,Llampuga,7.58,A0026,Espigon
CAP-2033,2024-07-28,C021,Bacoreta,1.13,A0026,Playa
CAP-2034,2024-08-17,C021,Bonito del Norte,12.84,A0026,Espigon
CAP-2035,2024-08-06,C021,Llampuga,5.67,A0026,Playa
CAP-2036,2024-06-10,C090,Mero,3.42,A0031,Alta Mar
CAP-2037,2024-07-10,C006,Mabra,1.11,A0022,Alta Mar
CAP-2038,2024-07-25,C006,Mabra,1.35,A0022,Alta Mar
CAP-2039,2024-08-04,C006,Mabra,1.87,A0022,Alta Mar
CAP-2040,2024-06-23,C086,Llampuga,4.92,A0028,Espigon
CAP-2041,2025-01-02,C007,Jurel,0.59,A0016,Espigon
CAP-2042,2024-01-14,C035,Lubina,1.23,A0013,Ria
CAP-2043,2024-02-10,C035,Jurel,1.2,A0013,Playa
CAP-2044,2024-02-01,C035,Lubina,3.74,A0013,Espigon
CAP-2045,2024-11-16,C095,Calamar,0.43,A0004,Espigon
CAP-2046,2024-10-31,C095,Calamar,0.92,A0004,Alta Mar
CAP-2047,2024-02-20,C157,Baila,0.59,A0011,Alta Mar
CAP-2048,2024-02-26,C157,Lubina,0.93,A0011,Playa
CAP-2049,2024-11-25,C156,Sepia,1.71,A0007,Ria
CAP-2050,2024-09-06,C244,San Pedro,1.64,A0030,Espigon
CAP-2051,2024-08-30,C244,Cabrilla,1.98,A0030,Playa
CAP-2052,2024-12-01,C151,Serviola,1.79,A0032,Ria
CAP-2053,2024-12-17,C151,Serviola,0.63,A0032,Alta Mar
CAP-2054,2024-09-19,C127,Lubina,3.99,A0014,Espigon
CAP-2055,2024-09-27,C127,Serviola,0.6,A0014,Ria
CAP-2056,2024-10-23,C127,Jurel,1.59,A0014,Ria
CAP-2057,2024-12-01,C206,Calamar,1.22,A0001,Playa
CAP-2058,2024-12-08,C206,Sepia,0.31,A0001,Alta Mar
CAP-2059,2024-12-03,C206,Sepia,0.88,A0001,Alta Mar
CAP-2060,2024-08-29,C186,Mero,12.38,A0032,Espigon
CAP-2061,2024-10-05,C186,Serviola,0.89,A0032,Espigon
CAP-2062,2024-10-07,C186,Serviola,1.97,A0032,Espigon
CAP-2063,2024-07-15,C199,Melva,1.71,A0028,Alta Mar
CAP-2064,2024-07-17,C199,Llampuga,3.02,A0028,Playa
CAP-2065,2024-07-02,C199,Bonito del Norte,14.09,A0028,Espigon
CAP-2066,2024-02-12,C274,Serviola,0.97,A0032,Ria
CAP-2067,2024-01-27,C274,Denton,7.89,A0032,Playa
CAP-2068,2024-02-07,C274,Mero,12.9,A0032,Espigon
CAP-2069,2024-09-03,C222,Denton,4.05,A0032,Alta Mar
CAP-2070,2024-09-02,C222,Mero,7.71,A0032,Playa
CAP-2071,2024-05-11,C279,Espeton,1.21,A0017,Espigon
CAP-2072,2024-03-31,C021,Denton,4.85,A0033,Playa
CAP-2073,2024-04-06,C021,Denton,4.65,A0033,Ria
CAP-2074,2024-03-14,C129,Pulpo,3.87,A0004,Playa
CAP-2075,2024-03-02,C129,Calamar,1.09,A0004,Ria
CAP-2076,2024-12-09,C177,Calamar,0.33,A0002,Playa
CAP-2077,2024-08-08,C115,Melva,1.23,A0026,Ria
CAP-2078,2024-08-17,C115,Llampuga,5.26,A0026,Alta Mar
CAP-2079,2024-09-09,C275,Melva,0.97,A0028,Alta Mar
CAP-2080,2024-10-04,C275,Marlin Blanco,40.72,A0028,Alta Mar
CAP-2081,2024-09-21,C275,Llampuga,8.78,A0028,Playa
CAP-2082,2024-08-18,C283,Lubina,3.34,A0010,Espigon
CAP-2083,2024-09-04,C283,Lubina,4.52,A0010,Ria
CAP-2084,2024-03-20,C141,Cabrilla,1.97,A0031,Playa
CAP-2085,2024-09-15,C219,Bonito del Norte,8.35,A0028,Playa
CAP-2086,2024-09-15,C219,Marlin Blanco,28.35,A0028,Ria
CAP-2087,2024-06-30,C106,Sargo,0.72,A0021,Espigon
CAP-2088,2024-07-02,C106,Sargo,0.27,A0021,Espigon
CAP-2089,2024-06-30,C106,Sargo,1.06,A0021,Espigon
CAP-2090,2024-06-30,C106,Sargo,0.4,A0021,Ria
CAP-2091,2024-02-04,C173,Cabrilla,1.7,A0030,Playa
CAP-2092,2024-02-18,C173,Sama,6.37,A0030,Espigon
CAP-2093,2024-03-01,C209,Lubina,4.03,A0013,Playa
CAP-2094,2024-03-01,C209,Lubina,3.14,A0013,Ria
CAP-2095,2024-03-13,C291,Denton,6.54,A0031,Espigon
CAP-2096,2024-03-12,C291,Sama,9.55,A0031,Espigon
CAP-2097,2024-10-19,C014,Sepia,1.07,A0006,Ria
CAP-2098,2024-11-09,C014,Sepia,1.5,A0006,Playa
CAP-2099,2024-11-11,C014,Pulpo,2.22,A0006,Alta Mar
CAP-2100,2024-11-16,C014,Pulpo,3.61,A0006,Playa
CAP-2101,2024-11-10,C014,Pulpo,4.14,A0006,Espigon
CAP-2102,2024-04-01,C061,Mero,6.55,A0033,Playa
CAP-2103,2024-04-25,C061,Serviola,0.62,A0033,Alta Mar
CAP-2104,2024-09-04,C254,Mero,3.68,A0033,Espigon
CAP-2105,2024-10-09,C254,Mero,5.89,A0033,Playa
CAP-2106,2024-03-30,C132,Cabrilla,1.54,A0031,Alta Mar
CAP-2107,2024-07-20,C011,Serviola,1.07,A0011,Ria
CAP-2108,2024-07-25,C011,Jurel,1.73,A0011,Playa
CAP-2109,2024-06-10,C203,Sargo,1.05,A0022,Playa
CAP-2110,2024-06-19,C203,Sargo,0.22,A0022,Alta Mar
CAP-2111,2024-06-23,C203,Dorada,1.84,A0022,Playa
CAP-2112,2024-06-19,C203,Sargo,0.68,A0022,Playa
CAP-2113,2024-06-17,C203,Mabra,1.08,A0022,Playa
CAP-2114,2025-01-10,C206,Pulpo,4.39,A0005,Ria
CAP-2115,2024-12-31,C206,Calamar,0.51,A0005,Ria
CAP-2116,2024-06-20,C239,Baila,1.68,A0014,Espigon
CAP-2117,2024-06-03,C220,Denton,2.26,A0032,Espigon
CAP-2118,2024-08-18,C112,Baila,1.49,A0018,Alta Mar
CAP-2119,2024-08-08,C112,Lubina,4.21,A0018,Ria
CAP-2120,2024-09-05,C112,Lubina,1.79,A0018,Playa
CAP-2121,2024-08-26,C112,Espeton,1.03,A0018,Alta Mar
CAP-2122,2024-03-16,C050,Rodaballo,0.8,A0021,Ria
CAP-2123,2024-03-23,C050,Rodaballo,1.9,A0021,Alta Mar
CAP-2124,2024-03-26,C050,Mabra,1.26,A0021,Alta Mar
CAP-2125,2024-04-11,C050,Mabra,1.67,A0021,Alta Mar
CAP-2126,2024-07-04,C199,Herrera,0.55,A0021,Ria
CAP-2127,2024-07-18,C199,Mabra,1.53,A0021,Ria
CAP-2128,2024-08-09,C199,Rodaballo,1.1,A0021,Playa
CAP-2129,2024-08-01,C199,Sargo,0.85,A0021,Ria
CAP-2130,2024-08-17,C199,Mabra,0.86,A0021,Espigon
CAP-2131,2024-08-12,C199,Mabra,1.61,A0021,Ria
CAP-2132,2024-02-06,C261,Sama,3.44,A0031,Ria
CAP-2133,2024-01-30,C261,Pargo,1.29,A0031,Playa
CAP-2134,2024-09-08,C269,Denton,7.35,A0032,Alta Mar
CAP-2135,2024-09-03,C269,Mero,3.29,A0032,Playa
CAP-2136,2024-04-12,C268,Mero,14.45,A0033,Ria
CAP-2137,2024-04-17,C268,Mero,12.99,A0033,Espigon
CAP-2138,2024-02-15,C223,Sepia,0.8,A0001,Ria
CAP-2139,2024-02-15,C223,Sepia,0.7,A0001,Ria
CAP-2140,2024-03-16,C223,Calamar,1.01,A0001,Alta Mar
CAP-2141,2024-03-01,C223,Calamar,0.64,A0001,Alta Mar
CAP-2142,2024-03-11,C223,Calamar,0.37,A0001,Playa
CAP-2143,2024-03-17,C223,Calamar,1.27,A0001,Espigon
CAP-2144,2024-05-24,C186,Denton,5.12,A0033,Playa
CAP-2145,2024-07-11,C051,Serviola,1.08,A0014,Ria
CAP-2146,2024-08-16,C008,Llampuga,2.1,A0027,Ria
CAP-2147,2024-11-10,C230,Calamar,0.21,A0006,Espigon
CAP-2148,2024-11-28,C230,Calamar,0.25,A0006,Playa
CAP-2149,2024-11-18,C230,Calamar,1.3,A0006,Alta Mar
CAP-2150,2024-11-26,C230,Calamar,0.98,A0006,Alta Mar
CAP-2151,2024-08-11,C073,Dorada,0.62,A0021,Ria
CAP-2152,2024-08-12,C073,Dorada,0.46,A0021,Alta Mar
CAP-2153,2024-10-09,C174,Serviola,0.67,A0033,Espigon
CAP-2154,2024-03-07,C145,Sepia,1.34,A0007,Playa
