id_ticket,fecha,id_cliente,id_articulo,cantidad,total
T-01386,2024-07-06,C073,A0025,1,140.0
T-01387,2024-01-21,C261,A0031,2,12.0
T-01388,2024-08-08,C269,A0032,3,9.0
T-01389,2024-03-20,C268,A0033,3,9.0
T-01390,2024-07-16,C176,A0029,1,850.0
T-01391,2024-02-01,C223,A0001,1,23.0
T-01392,2024-05-05,C186,A0033,1,9.0
T-01393,2024-06-24,C051,A0014,1,32.0
T-01394,2024-07-06,C008,A0027,2,26.0
T-01395,2024-11-09,C230,A0006,3,14.5
T-01396,2024-01-21,C083,A0024,1,2.5
T-01397,2024-08-04,C073,A0021,1,6.5
T-01398,2024-03-24,C018,A0032,3,9.0
T-01399,2024-09-19,C174,A0033,1,9.0
T-01400,2024-02-13,C145,A0007,3,9.0
T-01401,2024-02-11,C052,A0007,3,9.0
T-01402,2024-12-13,C014,A0004,2,14.5
T-01403,2024-05-06,C179,A0018,3,9.5
T-01404,2024-02-15,C210,A0031,3,12.0
T-01405,2024-06-23,C104,A0033,3,9.0
T-01406,2024-02-18,C009,A0032,3,9.0
T-01407,2024-11-24,C233,A0006,2,14.5
T-01408,2024-01-03,C145,A0002,2,23.0
T-01409,2024-07-14,C040,A0027,1,26.0
T-01410,2024-07-17,C272,A0029,3,850.0
T-01411,2024-09-26,C119,A0033,3,9.0
T-01412,2024-08-22,C233,A0024,2,2.5
T-01413,2024-06-01,C071,A0029,3,850.0
T-01414,2024-11-18,C011,A0032,1,9.0
T-01415,2024-10-16,C083,A0021,1,6.5
T-01416,2024-02-26,C067,A0006,2,14.5
T-01417,2024-11-07,C223,A0032,1,9.0
T-01418,2024-06-04,C278,A0030,3,12.0
T-01419,2024-05-23,C279,A0024,3,2.5
T-01420,2024-10-22,C143,A0023,3,2.5
T-01421,2024-05-10,C065,A0011,3,13.5
T-01422,2024-01-11,C042,A0008,3,155.0
T-01423,2024-10-11,C147,A0009,1,155.0
T-01424,2024-02-06,C233,A0021,1,6.5
T-01425,2024-11-16,C164,A0032,1,9.0
T-01426,2024-10-13,C046,A0009,2,155.0
T-01427,2024-08-07,C161,A0031,2,12.0
T-01428,2024-11-10,C204,A0011,3,13.5
T-01429,2024-04-20,C061,A0032,3,9.0
T-01430,2024-09-06,C095,A0024,2,2.5
T-01431,2024-09-02,C150,A0032,1,9.0
T-01432,2024-10-10,C265,A0008,2,155.0
T-01433,2024-08-13,C288,A0027,1,26.0
T-01434,2024-11-18,C027,A0001,1,23.0
T-01435,2024-02-27,C093,A0032,2,9.0
T-01436,2024-05-10,C180,A0023,1,2.5
T-01437,2024-07-17,C098,A0017,1,9.5
T-01438,2024-08-16,C201,A0021,1,6.5
T-01439,2024-06-19,C233,A0022,3,8.5
T-01440,2024-08-25,C103,A0030,1,12.0
T-01441,2024-02-28,C053,A0032,3,9.0
T-01442,2024-07-26,C115,A0028,3,22.0
T-01443,2024-01-26,C056,A0008,2,155.0
T-01444,2024-09-07,C116,A0026,1,26.0
T-01445,2024-11-16,C263,A0031,1,12.0
T-01446,2024-03-28,C244,A0031,2,12.0
T-01447,2024-12-26,C298,A0004,2,14.5
T-01448,2024-07-07,C030,A0010,3,13.5
T-01449,2024-12-04,C058,A0032,2,9.0
T-01450,2024-10-25,C125,A0009,3,155.0
T-01451,2024-09-25,C090,A0031,2,12.0
T-01452,2024-08-04,C283,A0026,3,26.0
T-01453,2024-07-09,C268,A0032,1,9.0
T-01454,2024-07-09,C020,A0030,2,12.0
T-01455,2024-04-01,C089,A0012,1,13.5
T-01456,2024-10-01,C279,A0023,2,2.5
T-01457,2024-11-16,C231,A0004,3,14.5
T-01458,2024-11-14,C276,A0025,3,140.0
T-01459,2024-02-22,C186,A0032,2,9.0
T-01460,2024-01-05,C231,A0031,3,12.0
T-01461,2024-01-18,C010,A0031,1,12.0
T-01462,2024-07-07,C219,A0027,3,26.0
T-01463,2024-06-11,C112,A0031,3,12.0
T-01464,2024-08-14,C197,A0027,1,26.0
T-01465,2024-06-01,C060,A0017,1,9.5
T-01466,2024-08-03,C258,A0033,1,9.0
T-01467,2024-07-04,C076,A0033,3,9.0
T-01468,2024-06-09,C040,A0027,1,26.0
T-01469,2024-07-27,C012,A0032,1,9.0
T-01470,2024-10-07,C274,A0033,2,9.0
T-01471,2024-01-25,C162,A0008,1,155.0
T-01472,2024-10-02,C030,A0022,3,8.5
T-01473,2024-10-15,C161,A0031,2,12.0
T-01474,2024-12-03,C226,A0010,1,13.5
T-01475,2024-03-19,C129,A0021,3,6.5
T-01476,2024-06-14,C123,A0029,1,850.0
T-01477,2024-05-15,C024,A0033,1,9.0
T-01478,2024-01-11,C117,A0001,3,23.0
T-01479,2024-02-03,C208,A0033,2,9.0
T-01480,2024-01-28,C057,A0007,1,9.0
T-01481,2024-01-04,C154,A0032,2,9.0
T-01482,2024-09-02,C031,A0015,3,19.0
T-01483,2024-07-11,C142,A0022,2,8.5
T-01484,2024-06-21,C269,A0011,3,13.5
T-01485,2024-10-19,C025,A0030,3,12.0
T-01486,2024-02-28,C241,A0008,1,155.0
T-01487,2024-10-22,C127,A0016,1,19.0
T-01488,2024-01-03,C114,A0031,3,12.0
T-01489,2024-05-22,C069,A0021,3,6.5
T-01490,2024-12-02,C273,A0031,3,12.0
T-01491,2024-07-28,C123,A0028,1,22.0
T-01492,2024-01-23,C210,A0031,3,12.0
T-01493,2024-01-02,C187,A0008,3,155.0
T-01494,2024-12-08,C278,A0006,3,14.5
T-01495,2024-11-14,C078,A0031,3,12.0
T-01496,2024-12-08,C034,A0031,2,12.0
T-01497,2024-01-15,C156,A0008,3,155.0
T-01498,2024-09-17,C192,A0021,1,6.5
T-01499,2024-01-11,C043,A0008,2,155.0
T-01500,2024-08-16,C096,A0026,1,26.0
T-01501,2024-01-01,C169,A0017,2,9.5
T-01502,2024-07-13,C197,A0026,1,26.0
T-01503,2024-01-21,C249,A0018,2,9.5
T-01504,2024-08-28,C022,A0029,2,850.0
T-01505,2024-10-06,C072,A0019,2,190.0
T-01506,2024-06-03,C095,A0024,1,2.5
T-01507,2024-09-02,C242,A0024,1,2.5
T-01508,2024-11-10,C265,A0004,2,14.5
T-01509,2024-09-21,C287,A0029,2,850.0
T-01510,2024-05-01,C105,A0012,3,13.5
T-01511,2024-03-05,C001,A0020,1,190.0
T-01512,2024-09-02,C003,A0031,3,12.0
T-01513,2024-02-22,C027,A0003,2,23.0
T-01514,2024-10-28,C064,A0004,1,14.5
T-01515,2024-03-27,C293,A0031,2,12.0
T-01516,2024-12-06,C144,A0032,2,9.0
T-01517,2024-11-09,C293,A0030,1,12.0
T-01518,2024-09-10,C230,A0026,1,26.0
T-01519,2024-12-06,C021,A0033,1,9.0
T-01520,2024-02-15,C020,A0031,1,12.0
T-01521,2024-06-25,C116,A0026,3,26.0
T-01522,2024-08-07,C253,A0029,1,850.0
T-01523,2024-01-24,C087,A0007,2,9.0
T-01524,2024-09-03,C204,A0010,2,13.5
T-01525,2024-09-01,C128,A0011,1,13.5
T-01526,2024-12-26,C230,A0032,1,9.0
T-01527,2024-12-26,C125,A0005,1,14.5
T-01528,2024-02-08,C153,A0006,1,14.5
T-01529,2024-10-25,C050,A0022,2,8.5
T-01530,2024-06-27,C248,A0010,2,13.5
T-01531,2024-08-12,C282,A0012,1,13.5
T-01532,2024-12-22,C125,A0009,1,155.0
T-01533,2024-01-27,C184,A0023,1,2.5
T-01534,2024-04-05,C126,A0022,3,8.5
T-01535,2024-10-25,C158,A0033,2,9.0
T-01536,2024-07-02,C188,A0031,1,12.0
T-01537,2024-10-25,C284,A0023,3,2.5
T-01538,2024-07-12,C054,A0028,1,22.0
T-01539,2024-04-10,C201,A0021,1,6.5
T-01540,2024-09-07,C076,A0033,1,9.0
T-01541,2024-10-08,C079,A0012,3,13.5
T-01542,2024-11-10,C207,A0021,1,6.5
T-01543,2024-07-17,C196,A0029,1,850.0
T-01544,2024-07-06,C185,A0026,3,26.0
T-01545,2024-06-14,C283,A0029,3,850.0
T-01546,2024-10-06,C273,A0031,3,12.0
T-01547,2024-04-27,C174,A0032,2,9.0
T-01548,2024-04-16,C245,A0025,2,140.0
T-01549,2024-06-16,C223,A0033,2,9.0
T-01550,2024-02-04,C048,A0019,3,190.0
T-01551,2024-03-10,C170,A0033,1,9.0
T-01552,2024-12-28,C034,A0031,2,12.0
T-01553,2024-08-05,C239,A0021,2,6.5
T-01554,2024-10-09,C169,A0032,1,9.0
T-01555,2024-01-24,C238,A0009,2,155.0
T-01556,2024-07-11,C149,A0033,2,9.0
T-01557,2024-08-12,C016,A0028,3,22.0
T-01558,2024-09-16,C249,A0022,1,8.5
T-01559,2024-05-13,C257,A0022,1,8.5
T-01560,2024-11-08,C292,A0008,3,155.0
T-01561,2024-11-24,C109,A0032,3,9.0
T-01562,2024-02-04,C027,A0004,1,14.5
T-01563,2024-08-24,C065,A0027,2,26.0
T-01564,2024-05-16,C082,A0030,1,12.0
T-01565,2024-07-13,C035,A0031,1,12.0
T-01566,2024-11-06,C047,A0009,1,155.0
T-01567,2024-11-28,C100,A0008,2,155.0
T-01568,2024-09-10,C048,A0017,2,9.5
T-01569,2024-09-07,C292,A0029,3,850.0
T-01570,2024-07-03,C005,A0032,2,9.0
T-01571,2024-10-15,C240,A0030,3,12.0
T-01572,2024-04-24,C169,A0032,3,9.0
T-01573,2024-03-22,C228,A0021,1,6.5
T-01574,2024-08-19,C194,A0021,1,6.5
T-01575,2024-09-07,C278,A0013,3,32.0
T-01576,2024-08-05,C297,A0024,1,2.5
T-01577,2024-11-06,C064,A0007,1,9.0
T-01578,2024-12-18,C257,A0021,2,6.5
T-01579,2024-03-17,C159,A0022,1,8.5
T-01580,2024-03-28,C102,A0033,3,9.0
T-01581,2024-03-04,C169,A0032,3,9.0
T-01582,2024-06-20,C264,A0027,1,26.0
T-01583,2024-03-17,C021,A0032,2,9.0
T-01584,2024-08-04,C239,A0027,3,26.0
T-01585,2024-08-01,C128,A0011,1,13.5
T-01586,2024-08-02,C185,A0026,3,26.0
T-01587,2024-06-19,C261,A0031,3,12.0
T-01588,2024-04-05,C211,A0014,1,32.0
T-01589,2024-05-18,C121,A0032,3,9.0
T-01590,2024-03-03,C258,A0033,1,9.0
T-01591,2024-03-24,C180,A0032,3,9.0
T-01592,2024-09-17,C158,A0033,2,9.0
T-01593,2024-09-10,C008,A0025,3,140.0
T-01594,2024-02-05,C291,A0031,1,12.0
T-01595,2024-01-18,C178,A0002,2,23.0
T-01596,2024-02-02,C224,A0004,1,14.5
T-01597,2024-12-11,C233,A0006,3,14.5
T-01598,2024-01-24,C265,A0004,1,14.5
T-01599,2024-11-01,C089,A0018,3,9.5
T-01600,2024-03-19,C236,A0021,3,6.5
T-01601,2024-12-03,C082,A0030,1,12.0
T-01602,2024-08-03,C291,A0030,2,12.0
T-01603,2024-06-16,C222,A0033,3,9.0
T-01604,2024-04-03,C237,A0032,2,9.0
T-01605,2024-11-27,C280,A0031,2,12.0
T-01606,2024-06-03,C096,A0029,1,850.0
T-01607,2024-07-09,C082,A0030,1,12.0
T-01608,2024-02-20,C117,A0004,2,14.5
T-01609,2024-11-06,C002,A0002,1,23.0
T-01610,2024-04-16,C278,A0030,1,12.0
T-01611,2024-07-13,C225,A0031,1,12.0
T-01612,2024-03-05,C193,A0018,2,9.5
T-01613,2024-04-18,C045,A0022,3,8.5
T-01614,2024-09-22,C287,A0026,3,26.0
T-01615,2024-07-01,C016,A0028,2,22.0
T-01616,2024-06-05,C198,A0033,3,9.0
T-01617,2024-02-12,C224,A0024,1,2.5
T-01618,2024-12-17,C202,A0003,1,23.0
T-01619,2024-08-16,C004,A0026,1,26.0
T-01620,2024-03-08,C144,A0032,2,9.0
T-01621,2024-09-02,C054,A0029,2,850.0
T-01622,2024-02-19,C191,A0019,2,190.0
T-01623,2024-11-13,C175,A0030,2,12.0
T-01624,2024-11-27,C075,A0033,2,9.0
T-01625,2024-03-01,C245,A0023,2,2.5
T-01626,2024-10-22,C296,A0005,1,14.5
T-01627,2024-06-02,C250,A0026,1,26.0
T-01628,2024-09-01,C297,A0021,1,6.5
T-01629,2024-11-27,C118,A0001,2,23.0
T-01630,2024-06-16,C138,A0022,3,8.5
T-01631,2024-04-03,C195,A0024,3,2.5
T-01632,2024-08-17,C092,A0028,3,22.0
T-01633,2024-09-26,C144,A0033,1,9.0
T-01634,2024-02-08,C088,A0033,1,9.0
T-01635,2024-06-05,C239,A0027,2,26.0
T-01636,2024-03-11,C219,A0015,1,19.0
T-01637,2024-08-03,C067,A0019,1,190.0
T-01638,2024-11-03,C187,A0003,2,23.0
T-01639,2024-08-20,C048,A0010,1,13.5
T-01640,2024-07-09,C295,A0014,3,32.0
T-01641,2024-07-05,C276,A0022,3,8.5
T-01642,2024-08-13,C287,A0028,2,22.0
T-01643,2024-03-09,C066,A0021,1,6.5
T-01644,2024-05-25,C134,A0019,1,190.0
T-01645,2024-12-12,C109,A0033,1,9.0
T-01646,2024-12-19,C089,A0015,3,19.0
T-01647,2024-06-08,C086,A0028,1,22.0
T-01648,2024-11-09,C094,A0009,1,155.0
T-01649,2024-01-16,C254,A0032,3,9.0
T-01650,2024-01-24,C072,A0016,3,19.0
T-01651,2024-03-04,C182,A0030,3,12.0
T-01652,2024-07-08,C130,A0020,3,190.0
T-01653,2024-06-08,C275,A0028,3,22.0
T-01654,2024-07-10,C184,A0023,2,2.5
T-01655,2024-07-20,C080,A0030,2,12.0
T-01656,2024-07-16,C104,A0032,1,9.0
T-01657,2024-12-14,C284,A0033,3,9.0
T-01658,2024-03-03,C167,A0018,2,9.5
T-01659,2024-10-10,C106,A0030,1,12.0
T-01660,2024-07-18,C179,A0029,1,850.0
T-01661,2024-12-19,C101,A0032,3,9.0
T-01662,2024-06-10,C021,A0033,3,9.0
T-01663,2024-02-11,C277,A0010,2,13.5
T-01664,2024-04-06,C173,A0031,1,12.0
T-01665,2024-08-05,C118,A0025,1,140.0
T-01666,2024-07-13,C044,A0018,2,9.5
T-01667,2024-04-20,C138,A0025,3,140.0
T-01668,2024-11-21,C150,A0033,3,9.0
T-01669,2024-03-02,C152,A0021,1,6.5
T-01670,2024-05-26,C074,A0030,3,12.0
T-01671,2024-07-03,C262,A0021,2,6.5
T-01672,2024-06-18,C271,A0031,2,12.0
T-01673,2024-02-03,C052,A0007,1,9.0
T-01674,2024-05-27,C165,A0032,2,9.0
T-01675,2024-10-15,C149,A0013,1,32.0
T-01676,2024-11-11,C110,A0025,1,140.0
T-01677,2024-07-08,C012,A0015,2,19.0
T-01678,2024-09-25,C291,A0030,3,12.0
T-01679,2024-05-15,C263,A0030,3,12.0
T-01680,2024-12-19,C004,A0004,3,14.5
T-01681,2024-09-11,C107,A0027,2,26.0
T-01682,2024-06-01,C041,A0032,2,9.0
T-01683,2024-08-06,C163,A0027,2,26.0
T-01684,2024-03-19,C150,A0033,2,9.0
T-01685,2024-12-27,C238,A0002,3,23.0
T-01686,2024-06-07,C277,A0013,1,32.0
T-01687,2024-03-01,C209,A0011,3,13.5
T-01688,2024-09-16,C285,A0032,3,9.0
T-01689,2024-03-11,C228,A0031,2,12.0
T-01690,2024-06-04,C208,A0033,3,9.0
T-01691,2024-08-14,C007,A0031,1,12.0
T-01692,2024-05-09,C061,A0032,3,9.0
T-01693,2024-11-07,C183,A0033,1,9.0
T-01694,2024-05-18,C169,A0033,3,9.0
T-01695,2024-07-19,C159,A0025,1,140.0
T-01696,2024-09-04,C196,A0029,2,850.0
T-01697,2024-07-01,C299,A0016,1,19.0
T-01698,2024-11-24,C035,A0030,1,12.0
T-01699,2024-09-27,C253,A0027,3,26.0
T-01700,2024-07-26,C146,A0026,1,26.0
T-01701,2024-03-15,C294,A0023,1,2.5
T-01702,2024-10-03,C213,A0008,2,155.0
T-01703,2024-12-05,C104,A0014,3,32.0
T-01704,2024-07-19,C296,A0020,2,190.0
T-01705,2024-10-06,C045,A0025,3,140.0
T-01706,2024-04-19,C130,A0011,1,13.5
T-01707,2024-02-06,C268,A0033,3,9.0
T-01708,2024-12-15,C150,A0033,3,9.0
T-01709,2024-12-16,C062,A0030,2,12.0
T-01710,2024-07-05,C219,A0026,3,26.0
T-01711,2024-01-26,C061,A0032,3,9.0
T-01712,2024-11-02,C127,A0004,1,14.5
T-01713,2024-05-04,C075,A0032,1,9.0
T-01714,2024-01-18,C085,A0030,3,12.0
T-01715,2024-02-18,C175,A0008,2,155.0
T-01716,2024-04-11,C138,A0023,2,2.5
T-01717,2024-09-04,C100,A0023,2,2.5
T-01718,2024-01-25,C107,A0022,1,8.5
T-01719,2024-07-06,C139,A0030,1,12.0
T-01720,2024-02-15,C011,A0021,3,6.5
T-01721,2024-06-11,C007,A0030,1,12.0
T-01722,2024-12-27,C135,A0002,3,23.0
T-01723,2024-11-22,C097,A0020,1,190.0
T-01724,2024-01-03,C049,A0006,3,14.5
T-01725,2024-05-03,C101,A0032,2,9.0
T-01726,2024-08-02,C242,A0025,3,140.0
T-01727,2024-12-03,C095,A0032,3,9.0
T-01728,2024-06-17,C001,A0014,2,32.0
T-01729,2024-01-27,C154,A0032,3,9.0
T-01730,2024-03-27,C031,A0030,3,12.0
T-01731,2024-03-09,C032,A0021,1,6.5
T-01732,2024-06-28,C196,A0027,3,26.0
T-01733,2024-05-24,C176,A0023,3,2.5
T-01734,2024-09-02,C266,A0014,2,32.0
T-01735,2024-11-25,C195,A0013,1,32.0
T-01736,2024-05-21,C198,A0032,1,9.0
T-01737,2024-09-16,C244,A0030,1,12.0
T-01738,2024-06-27,C190,A0018,2,9.5
T-01739,2024-03-27,C136,A0033,2,9.0
T-01740,2024-02-06,C046,A0009,2,155.0
T-01741,2024-03-24,C098,A0013,2,32.0
T-01742,2024-05-07,C059,A0022,2,8.5
T-01743,2024-03-25,C109,A0032,1,9.0
T-01744,2024-05-04,C101,A0032,1,9.0
T-01745,2024-12-05,C108,A0031,1,12.0
T-01746,2024-09-19,C021,A0033,3,9.0
T-01747,2024-07-12,C068,A0032,1,9.0
T-01748,2024-07-09,C091,A0033,1,9.0
T-01749,2024-12-19,C147,A0031,3,12.0
T-01750,2024-08-17,C253,A0026,3,26.0
T-01751,2024-03-08,C143,A0022,3,8.5
T-01752,2024-08-16,C073,A0022,2,8.5
T-01753,2024-04-18,C168,A0013,3,32.0
T-01754,2024-10-19,C237,A0004,2,14.5
T-01755,2024-01-05,C028,A0008,3,155.0
T-01756,2024-04-06,C257,A0031,2,12.0
T-01757,2024-02-20,C057,A0004,3,14.5
T-01758,2024-07-10,C253,A0026,1,26.0
T-01759,2024-06-04,C067,A0017,3,9.5
T-01760,2024-11-25,C133,A0032,1,9.0
T-01761,2024-11-08,C036,A0031,3,12.0
T-01762,2024-08-18,C048,A0017,3,9.5
T-01763,2024-01-09,C012,A0033,1,9.0
T-01764,2024-12-02,C237,A0002,2,23.0
T-01765,2024-08-24,C065,A0028,1,22.0
T-01766,2024-02-27,C057,A0006,3,14.5
T-01767,2024-02-21,C217,A0018,1,9.5
T-01768,2024-01-01,C022,A0008,2,155.0
T-01769,2024-10-10,C147,A0003,2,23.0
T-01770,2024-11-16,C206,A0004,2,14.5
T-01771,2024-07-23,C073,A0022,2,8.5
T-01772,2024-12-04,C248,A0006,3,14.5
T-01773,2024-03-02,C297,A0023,1,2.5
T-01774,2024-11-18,C028,A0007,1,9.0
T-01775,2024-09-01,C136,A0027,1,26.0
T-01776,2024-06-12,C053,A0029,1,850.0
T-01777,2024-02-15,C240,A0030,1,12.0
T-01778,2024-01-28,C064,A0005,3,14.5
T-01779,2024-08-18,C207,A0025,3,140.0
T-01780,2024-10-12,C102,A0030,2,12.0
T-01781,2024-01-15,C254,A0033,3,9.0
T-01782,2024-03-24,C080,A0031,2,12.0
T-01783,2024-08-20,C130,A0010,2,13.5
T-01784,2024-10-07,C173,A0030,2,12.0
T-01785,2024-11-02,C013,A0025,1,140.0
T-01786,2024-08-26,C088,A0033,3,9.0
T-01787,2024-07-20,C076,A0033,3,9.0
T-01788,2024-10-03,C215,A0004,1,14.5
T-01789,2024-12-15,C228,A0010,2,13.5
T-01790,2024-01-24,C117,A0007,1,9.0
T-01791,2024-12-06,C188,A0007,1,9.0
T-01792,2024-04-16,C112,A0031,1,12.0
T-01793,2024-06-16,C116,A0026,3,26.0
T-01794,2024-02-18,C261,A0031,1,12.0
T-01795,2024-12-09,C201,A0024,3,2.5
T-01796,2024-02-05,C064,A0001,1,23.0
T-01797,2024-01-23,C187,A0001,2,23.0
T-01798,2024-05-13,C098,A0013,2,32.0
T-01799,2024-10-07,C218,A0006,1,14.5
T-01800,2024-03-28,C278,A0031,1,12.0
T-01801,2024-04-07,C134,A0023,3,2.5
T-01802,2024-09-01,C006,A0022,1,8.5
T-01803,2024-07-26,C140,A0027,1,26.0
T-01804,2024-12-03,C032,A0025,2,140.0
T-01805,2024-07-08,C143,A0023,3,2.5
T-01806,2024-10-08,C002,A0005,3,14.5
T-01807,2024-11-15,C117,A0008,1,155.0
T-01808,2024-11-25,C223,A0032,2,9.0
T-01809,2024-08-07,C019,A0029,1,850.0
T-01810,2024-10-08,C266,A0009,1,155.0
T-01811,2024-04-16,C211,A0017,2,9.5
T-01812,2024-07-27,C224,A0021,1,6.5
T-01813,2024-02-11,C014,A0006,1,14.5
T-01814,2024-09-21,C012,A0028,1,22.0
T-01815,2024-01-15,C164,A0032,2,9.0
T-01816,2024-01-21,C256,A0030,1,12.0
T-01817,2024-10-13,C213,A0001,2,23.0
T-01818,2024-06-26,C164,A0032,3,9.0
T-01819,2024-10-14,C103,A0031,2,12.0
T-01820,2024-05-26,C195,A0024,3,2.5
T-01821,2024-07-01,C244,A0031,3,12.0
T-01822,2024-12-25,C008,A0008,2,155.0
T-01823,2024-01-06,C258,A0033,1,9.0
T-01824,2024-01-23,C128,A0007,3,9.0
T-01825,2024-11-14,C066,A0005,3,14.5
T-01826,2024-08-10,C286,A0030,1,12.0
T-01827,2024-08-04,C126,A0025,2,140.0
T-01828,2024-01-24,C153,A0007,2,9.0
T-01829,2024-07-23,C075,A0027,2,26.0
T-01830,2024-10-23,C298,A0008,2,155.0
T-01831,2024-10-24,C049,A0001,2,23.0
T-01832,2024-12-28,C089,A0004,2,14.5
T-01833,2024-08-01,C080,A0030,1,12.0
T-01834,2024-01-12,C159,A0024,3,2.5
T-01835,2024-05-11,C033,A0030,2,12.0
T-01836,2024-02-04,C204,A0016,1,19.0
T-01837,2024-06-09,C133,A0027,2,26.0
T-01838,2024-09-05,C227,A0032,1,9.0
T-01839,2024-04-04,C072,A0015,3,19.0
T-01840,2024-11-26,C194,A0022,1,8.5
T-01841,2024-01-13,C094,A0007,3,9.0
T-01842,2024-01-19,C008,A0001,3,23.0
T-01843,2024-07-19,C269,A0032,1,9.0
T-01844,2024-02-15,C130,A0006,3,14.5
T-01845,2024-06-28,C157,A0030,1,12.0
T-01846,2024-01-10,C300,A0021,3,6.5
T-01847,2024-01-17,C032,A0021,3,6.5
T-01848,2024-09-16,C197,A0029,1,850.0
T-01849,2024-04-25,C102,A0030,1,12.0
T-01850,2024-06-06,C116,A0026,1,26.0
T-01851,2024-01-04,C088,A0033,1,9.0
T-01852,2024-08-25,C213,A0025,3,140.0
T-01853,2024-04-13,C170,A0024,3,2.5
T-01854,2024-03-24,C101,A0032,3,9.0
T-01855,2024-10-07,C074,A0031,1,12.0
T-01856,2024-05-12,C088,A0032,1,9.0
T-01857,2024-08-14,C040,A0028,3,22.0
T-01858,2024-09-26,C203,A0011,1,13.5
T-01859,2024-01-14,C018,A0033,1,9.0
T-01860,2024-11-03,C252,A0009,2,155.0
T-01861,2024-06-10,C179,A0026,2,26.0
T-01862,2024-01-11,C231,A0002,1,23.0
T-01863,2024-11-22,C173,A0030,3,12.0
T-01864,2024-11-20,C057,A0004,3,14.5
T-01865,2024-09-09,C186,A0033,1,9.0
T-01866,2024-09-24,C161,A0031,1,12.0
T-01867,2024-09-22,C276,A0022,3,8.5
T-01868,2024-08-22,C208,A0032,3,9.0
T-01869,2024-09-27,C172,A0033,2,9.0
T-01870,2024-07-16,C188,A0027,3,26.0
T-01871,2024-11-15,C008,A0021,3,6.5
T-01872,2024-08-04,C253,A0027,3,26.0
T-01873,2024-12-22,C072,A0005,3,14.5
T-01874,2024-07-08,C161,A0031,2,12.0
T-01875,2024-12-15,C156,A0008,1,155.0
T-01876,2024-12-19,C144,A0001,3,23.0
T-01877,2024-05-21,C198,A0032,2,9.0
T-01878,2024-01-19,C085,A0030,1,12.0
T-01879,2024-04-21,C131,A0025,1,140.0
T-01880,2024-12-20,C077,A0024,1,2.5
T-01881,2024-08-08,C079,A0014,2,32.0
T-01882,2024-08-12,C259,A0024,2,2.5
T-01883,2024-02-28,C064,A0008,3,155.0
T-01884,2024-07-12,C069,A0029,3,850.0
T-01885,2024-06-28,C282,A0028,1,22.0
T-01886,2024-07-02,C195,A0022,3,8.5
T-01887,2024-02-06,C074,A0030,3,12.0
T-01888,2024-03-13,C073,A0023,2,2.5
T-01889,2024-10-08,C117,A0006,2,14.5
T-01890,2024-03-13,C266,A0014,1,32.0
T-01891,2024-06-07,C017,A0023,2,2.5
T-01892,2024-02-05,C222,A0033,3,9.0
T-01893,2024-02-04,C158,A0033,2,9.0
T-01894,2024-06-01,C080,A0031,1,12.0
T-01895,2024-11-28,C044,A0018,3,9.5
T-01896,2024-11-19,C003,A0031,2,12.0
T-01897,2024-10-12,C073,A0024,1,2.5
T-01898,2024-05-19,C074,A0031,2,12.0
T-01899,2024-02-14,C021,A0032,1,9.0
T-01900,2024-01-08,C163,A0022,1,8.5
T-01901,2024-02-15,C136,A0033,1,9.0
T-01902,2024-10-13,C170,A0009,1,155.0
T-01903,2024-12-14,C057,A0012,3,13.5
T-01904,2024-10-19,C112,A0007,1,9.0
T-01905,2024-02-08,C265,A0007,1,9.0
T-01906,2024-12-02,C126,A0010,3,13.5
T-01907,2024-07-02,C102,A0030,2,12.0
T-01908,2024-04-15,C126,A0025,3,140.0
T-01909,2024-11-14,C206,A0003,3,23.0
T-01910,2024-10-17,C204,A0002,1,23.0
T-01911,2024-08-28,C067,A0019,3,190.0
T-01912,2024-09-10,C172,A0023,3,2.5
T-01913,2024-12-20,C259,A0001,2,23.0
T-01914,2024-12-05,C145,A0008,1,155.0
T-01915,2024-08-12,C220,A0032,1,9.0
T-01916,2024-09-04,C187,A0027,1,26.0
T-01917,2024-09-17,C097,A0026,3,26.0
T-01918,2024-07-11,C074,A0027,2,26.0
T-01919,2024-12-17,C172,A0024,2,2.5
T-01920,2024-10-14,C286,A0030,3,12.0
T-01921,2024-02-10,C063,A0025,3,140.0
T-01922,2024-03-13,C182,A0030,1,12.0
T-01923,2024-06-10,C115,A0029,3,850.0
T-01924,2024-02-27,C176,A0032,2,9.0
T-01925,2024-08-09,C226,A0012,3,13.5
T-01926,2024-08-16,C288,A0029,2,850.0
T-01927,2024-04-17,C098,A0019,2,190.0
T-01928,2024-09-13,C002,A0028,1,22.0
T-01929,2024-01-17,C202,A0005,1,14.5
T-01930,2024-09-27,C174,A0033,2,9.0
T-01931,2024-01-19,C009,A0033,3,9.0
T-01932,2024-02-13,C026,A0008,2,155.0
T-01933,2024-08-26,C121,A0032,1,9.0
T-01934,2024-04-02,C286,A0031,3,12.0
T-01935,2024-11-27,C220,A0033,1,9.0
T-01936,2024-11-10,C005,A0033,3,9.0
T-01937,2024-06-24,C241,A0023,1,2.5
T-01938,2024-03-15,C226,A0012,3,13.5
T-01939,2024-02-23,C266,A0020,2,190.0
T-01940,2024-06-10,C198,A0032,2,9.0
T-01941,2024-07-26,C085,A0031,2,12.0
T-01942,2024-05-04,C225,A0031,2,12.0
T-01943,2024-07-23,C084,A0021,2,6.5
