date,checkin_booking,status,partner,class_type
"2026-02-25T16:30:00.000+00:00",Booking,COMPLETED,"Solo Cyclo",on-site
"2026-02-25T16:30:00.000+00:00",Checkin,COMPLETED,"Solo Cyclo",on-site
"2026-02-25T18:00:00.000+00:00",Booking,CANCELLED,"Aero Studio Seijaku",on-site
"2026-02-26T09:10:00.000+00:00",Booking,CANCELLED,"Soma Club",on-site
"2026-02-26T17:30:00.000+00:00",Booking,COMPLETED,"Aero Studio Seijaku",on-site
"2026-02-26T17:30:00.000+00:00",Checkin,COMPLETED,"Aero Studio Seijaku",on-site
"2026-03-03T07:10:00.000+00:00",Booking,CANCELLED,"Soma Club",on-site
"2026-03-05T17:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-03-05T17:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-03-09T17:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-03-09T17:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-03-10T07:10:00.000+00:00",Booking,CANCELLED,"Soma Club",on-site
"2026-03-10T14:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-03-10T14:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-03-11T16:00:00.000+00:00",Booking,COMPLETED,"Aero Studio Seijaku",on-site
"2026-03-11T16:00:00.000+00:00",Checkin,COMPLETED,"Aero Studio Seijaku",on-site
"2026-03-17T14:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-03-17T14:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-03-23T17:00:00.000+00:00",Booking,COMPLETED,"Aero Studio Seijaku",on-site
"2026-03-23T17:00:00.000+00:00",Checkin,COMPLETED,"Aero Studio Seijaku",on-site
"2026-03-25T19:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-03-25T19:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-03-26T18:15:00.000+00:00",Booking,COMPLETED,"Fargo Fitness",on-site
"2026-03-26T18:15:00.000+00:00",Checkin,COMPLETED,"Fargo Fitness",on-site
"2026-03-27T07:10:00.000+00:00",Booking,CANCELLED,"Soma Club",on-site
"2026-03-29T09:15:00.000+00:00",Booking,COMPLETED,"Solo Cyclo",on-site
"2026-03-29T09:15:00.000+00:00",Checkin,COMPLETED,"Solo Cyclo",on-site
"2026-03-30T18:10:00.000+00:00",Booking,CANCELLED,"Soma Club",on-site
"2026-03-31T13:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-03-31T13:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-04-01T17:00:00.000+00:00",Booking,COMPLETED,"Aero Studio Seijaku",on-site
"2026-04-01T17:00:00.000+00:00",Checkin,COMPLETED,"Aero Studio Seijaku",on-site
"2026-04-03T09:15:00.000+00:00",Booking,COMPLETED,"Solo Cyclo",on-site
"2026-04-03T09:15:00.000+00:00",Checkin,COMPLETED,"Solo Cyclo",on-site
"2026-04-07T13:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-04-07T13:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-04-08T18:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-04-08T18:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-04-14T17:30:00.000+00:00",Booking,COMPLETED,"Fargo Fitness",on-site
"2026-04-14T17:30:00.000+00:00",Checkin,COMPLETED,"Fargo Fitness",on-site
"2026-04-15T18:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-04-15T18:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-04-16T16:15:00.000+00:00",Booking,REJECTED,"TRIB3 Granvia Valencia",on-site
"2026-04-16T17:15:00.000+00:00",Booking,REJECTED,"TRIB3 Granvia Valencia",on-site
"2026-04-21T13:10:00.000+00:00",Booking,NO_SHOW,"Soma Club",on-site
"2026-05-01T11:15:00.000+00:00",Booking,REJECTED,"TRIB3 Granvia Valencia",on-site
"2026-05-01T13:30:00.000+00:00",Booking,REJECTED,"TRIB3 Granvia Valencia",on-site
"2026-05-01T15:15:00.000+00:00",Booking,REJECTED,"TRIB3 Granvia Valencia",on-site
"2026-05-01T16:15:00.000+00:00",Booking,REJECTED,"TRIB3 Granvia Valencia",on-site
"2026-05-02T10:30:00.000+00:00",Booking,COMPLETED,"Solo Cyclo",on-site
"2026-05-02T10:30:00.000+00:00",Checkin,COMPLETED,"Solo Cyclo",on-site
"2026-05-10T09:15:00.000+00:00",Booking,COMPLETED,"Solo Cyclo",on-site
"2026-05-10T09:15:00.000+00:00",Checkin,COMPLETED,"Solo Cyclo",on-site
"2026-05-11T16:15:00.000+00:00",Booking,COMPLETED,"MUSA HOUSE",on-site
"2026-05-11T16:15:00.000+00:00",Checkin,COMPLETED,"MUSA HOUSE",on-site
"2026-05-12T17:30:00.000+00:00",Booking,COMPLETED,"Fargo Fitness",on-site
"2026-05-12T17:30:00.000+00:00",Checkin,COMPLETED,"Fargo Fitness",on-site
"2026-05-13T16:15:00.000+00:00",Booking,COMPLETED,"MUSA HOUSE",on-site
"2026-05-13T16:15:00.000+00:00",Checkin,COMPLETED,"MUSA HOUSE",on-site
"2026-05-18T16:15:00.000+00:00",Booking,REJECTED,"TRIB3 Granvia Valencia",on-site
"2026-05-18T18:15:00.000+00:00",Booking,COMPLETED,"MUSA HOUSE",on-site
"2026-05-18T18:15:00.000+00:00",Checkin,COMPLETED,"MUSA HOUSE",on-site
"2026-05-19T17:30:00.000+00:00",Booking,COMPLETED,"Fargo Fitness",on-site
"2026-05-19T17:30:00.000+00:00",Checkin,COMPLETED,"Fargo Fitness",on-site
"2026-05-20T17:10:00.000+00:00",Booking,CANCELLED,"Soma Club",on-site
"2026-05-20T18:15:00.000+00:00",Booking,REJECTED,"TRIB3 Granvia Valencia",on-site
"2026-05-21T17:15:00.000+00:00",Booking,COMPLETED,"TRIB3 Granvia Valencia",on-site
"2026-05-21T17:15:00.000+00:00",Checkin,COMPLETED,"TRIB3 Granvia Valencia",on-site
"2026-05-25T17:00:00.000+00:00",Booking,COMPLETED,"Solo Cyclo",on-site
"2026-05-25T17:00:00.000+00:00",Checkin,COMPLETED,"Solo Cyclo",on-site
"2026-05-25T18:15:00.000+00:00",Booking,REJECTED,"TRIB3 Granvia Valencia",on-site
"2026-05-26T13:10:00.000+00:00",Booking,COMPLETED,"Soma Club",on-site
"2026-05-26T13:10:00.000+00:00",Checkin,COMPLETED,"Soma Club",on-site
"2026-05-27T15:00:00.000+00:00",Booking,COMPLETED,"Aero Studio Seijaku",on-site
"2026-05-27T15:00:00.000+00:00",Checkin,COMPLETED,"Aero Studio Seijaku",on-site
"2026-06-01T16:00:00.000+00:00",Booking,COMPLETED,"The Sanctuary | Holistic Fitness Studio",on-site
"2026-06-01T16:00:00.000+00:00",Checkin,COMPLETED,"The Sanctuary | Holistic Fitness Studio",on-site
"2026-06-02T17:30:00.000+00:00",Booking,COMPLETED,"Fargo Fitness",on-site
"2026-06-02T17:30:00.000+00:00",Checkin,COMPLETED,"Fargo Fitness",on-site
"2026-06-03T16:15:00.000+00:00",Booking,COMPLETED,"MUSA HOUSE",on-site
"2026-06-03T16:15:00.000+00:00",Checkin,COMPLETED,"MUSA HOUSE",on-site
